"hgy_external_id","hyrox_official_name","final_classification","matched_location_id","matched_location_slug","canonical_facility_url","official_site_status","canonical_name","address","postal_code","prefecture","city","address_verification_status","latitude","longitude","coordinate_confidence","brand_resolution","proposed_brand_id","proposed_brand_name","proposed_brand_slug","proposed_slug","proposed_location_type","match_method","reasons","conflicts","source_authorities","manual_review_required"
"HGY_x5BzXBk4iDcdWkMsTrZyZ2l4f","Shoji Ueda　GYM  dammy","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Shoji Ueda　GYM  dammy","2510037, fujisawa, kugenuma7","2510037","","fujisawa","source_only","35.3192618","139.468211","medium","INDEPENDENT_FACILITY","","Shoji Ueda　GYM  dammy","shoji-ueda-gym-dammy","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_ieFxGEcXDTIJbIkfnlyMiXSkG","Square fitness kasumigaseki.S","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Square fitness kasumigaseki.S","3501103, Saitama, 1-3-8 Kasumigaseki Higashi Kawagoe-shi, Saitama","3501103","埼玉県","Saitama","source_only","35.9245263","139.4417717","medium","INDEPENDENT_FACILITY","","Square fitness kasumigaseki.S","square-fitness-kasumigaseki-s","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_gdqY3Z5sigmQLLGmSGbjG26sR","STANCE FITNESS ２ND","NEW_LOCATION_READY","","","https://stance-design.jp/","verified","STANCE FITNESS ２ND","6008387, 京 都 市, 下 京 区 高 辻 大 宮 町 1 0 3 大 宮 高 辻 ビ ル 2 階","6008387","京都府","京都市下京区","postal_authority_resolved","35.0001186","135.7491414","high","NEW_BRAND_CANDIDATE","","STANCE FITNESS","stance-fitness","stance-fitness-2nd","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_VtlzLZmJraDc0Q1rWUvkktOkD","SureGym（シュアジム）君津店","NEW_LOCATION_NEEDS_REVIEW","","","","missing","SureGym（シュアジム）君津店","299-1151, Chiba, 3-10-16 Nakano, Kimitsu-shi","299-1151","千葉県","Chiba","source_only","35.3308826","139.890779","medium","INDEPENDENT_FACILITY","","SureGym（シュアジム）君津店","suregym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_c816ru6QeTv14At3O51pjK8au","Takamatsu CrossFit","NEW_LOCATION_READY","","","https://takamatsu-crossfit.jp/","verified","Takamatsu CrossFit","7618056, 高松市, 上天神町634","7618056","香川県","高松市","postal_authority_resolved","34.3111792","134.0363775","high","INDEPENDENT_FACILITY","","Takamatsu CrossFit","takamatsu-crossfit","takamatsu-crossfit","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_LUMiZByOSjT9LQQgyPQdvMSCE","THE PICKLE BANG THEORY","NEW_LOCATION_NEEDS_REVIEW","","","https://www.thepicklebang.com/","verified","THE PICKLE BANG THEORY","272-0021, Ichikawa, 八幡2-16-6 6F","272-0021","","Ichikawa","source_only","35.7215231","139.9267398","high","INDEPENDENT_FACILITY","","THE PICKLE BANG THEORY","the-pickle-bang-theory","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_uKdKtwcICbq2c8iwKmwqdpxhJ","THEパーソナルトレーニング新潟","NEW_LOCATION_NEEDS_REVIEW","","","","missing","THEパーソナルトレーニング新潟","9500912, 新潟市, 中央区南笹口1-9-29","9500912","新潟県","新潟市中央区","postal_authority_resolved","37.9098265","139.0672611","medium","INDEPENDENT_FACILITY","","THEパーソナルトレーニング新潟","the","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_AHoCtS3to66qSTwkomuID9Bf3","TLS FITNESS KAMIITABASHI","NEW_LOCATION_NEEDS_REVIEW","","","","missing","TLS FITNESS KAMIITABASHI","174-0076, Itabashi Ward, Tokyo, 2-31-11-2F, Kamiitabashi","174-0076","東京都","Itabashi Ward, Tokyo","source_only","35.7625383","139.6751574","medium","INDEPENDENT_FACILITY","","TLS FITNESS KAMIITABASHI","tls-fitness-kamiitabashi","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_69jFpAIGuEf6xNAHdTpSEBIwR","TLS FITNESS MUSASHISEKI","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/tlsfitnesshyroxtrainingclub/","noncanonical","TLS FITNESS MUSASHISEKI","177-0051, Nerima Ward, 2-29-9-2F, Sekimachikita","177-0051","","Nerima Ward","source_only","35.7274851","139.5760309","medium","INDEPENDENT_FACILITY","","TLS FITNESS MUSASHISEKI","tls-fitness-musashiseki","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website","true"
"HGY_BxeyXbrPQJ0gqrRx5fQBEe5hC","TLS FITNESS NAGAHARA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","TLS FITNESS NAGAHARA","145-0064, Ota City, 1-11-2, Kamiikedai","145-0064","","Ota City","source_only","35.6022617","139.6974101","medium","INDEPENDENT_FACILITY","","TLS FITNESS NAGAHARA","tls-fitness-nagahara","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_tttU7yUgXd0aaJHOjKg5BCkSn","TOMMY WORKOUT GYM","NEW_LOCATION_NEEDS_REVIEW","","","https://tommyworkout.com/","insufficient_identity_evidence","TOMMY WORKOUT GYM","1530064, Tokyo, 3-4-2 Shimomeguro, Meguro-ku,","1530064","東京都","Tokyo","source_only","35.6309342","139.7092413","medium","INDEPENDENT_FACILITY","","TOMMY WORKOUT GYM","tommy-workout-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_vxpsLHHaOUkkrFxB7welZply6","TRANSIT GYM","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/transitgym_shonan?igsh=dmZ2dmp2cWd1b3Jj&utm_source=qr","noncanonical","TRANSIT GYM","251-0032, Fujisawa, Katase,2-16-21","251-0032","","Fujisawa","source_only","35.3172623","139.4858351","medium","INDEPENDENT_FACILITY","","TRANSIT GYM","transit-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website","true"
"HGY_oDeEhxzojI1lC8iPahxfmqnB3","Triangle Co., Ltd.","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Triangle Co., Ltd.","558-0043, Osaka Prefecture, Osaka City, Sumie 2-chome 1-4","558-0043","大阪府","Osaka City","source_only","34.6091287","135.4966636","medium","INDEPENDENT_FACILITY","","Triangle Co., Ltd.","triangle-co-ltd","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_In33itcmu8v93rkwKZy42O3U6","TRIVE","NEW_LOCATION_NEEDS_REVIEW","","","","missing","TRIVE","5410056, 大阪市中央区, 久太郎町3-4-23 林和ビル5F","5410056","","大阪市中央区","source_only","34.6815026","135.5016961","medium","INDEPENDENT_FACILITY","","TRIVE","trive","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_XsJSB4jNTUfR4otyZrmg22J81","TrueFitness 吹田 HYROX","NEW_LOCATION_NEEDS_REVIEW","","","","missing","TrueFitness 吹田 HYROX","5640027, Suita-shi , Osaka, 2F, Suita SANKUSU No.2 Building, 2-101 Asahi-cho","5640027","大阪府","Suita-shi , Osaka","source_only","34.7630980514236","135.52542306751053","medium","INDEPENDENT_FACILITY","","TrueFitness 吹田 HYROX","truefitness-hyrox","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_az9UDrEFxvUWQKCA02UiR5GVY","UBX Aobadai","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UBX Aobadai","2270062, Yokohama, Hikobe Building 1F, 1-29-1 Aobadai, Aoba-ku,","2270062","","Yokohama","source_only","35.5489624","139.5165005","medium","NEW_BRAND_CANDIDATE","","UBX","ubx","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_yeaRUcBgLaGGSgJ0FWDMnVgd8","UBX Chuorinkan","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UBX Chuorinkan","2420007, Yamato-shi, Kanagawa, LAPLA Chuo-Rinkan 2F, 8-25-8 Chuo-Rinkan","2420007","神奈川県","Yamato-shi, Kanagawa","source_only","35.5092715","139.4490642","medium","NEW_BRAND_CANDIDATE","","UBX","ubx","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_4wRU1wOwpCjXj6RwKZq46kVfA","UBX Gakugeidaigaku","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UBX Gakugeidaigaku","1520004, Meguro-ku, Tokyo, Mansion Takaban BF, 2-4-7 Takaban","1520004","東京都","Meguro-ku, Tokyo","source_only","35.6288146","139.6894208","medium","NEW_BRAND_CANDIDATE","","UBX","ubx","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_nrmk6sTnBrGkV8zdarIrCOxa6","UBX Nishikasai","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UBX Nishikasai","1340088, Edogawa-ku, Tokyo, COCO House Nishikasai 2F, 5-1-11 Nishikasai","1340088","東京都","Edogawa-ku, Tokyo","source_only","35.665312","139.8595176","medium","NEW_BRAND_CANDIDATE","","UBX","ubx","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_NGStYUdZn1ur6ZXx2gNf1MPCo","UFC Gym Ogikubo","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UFC Gym Ogikubo","167-0051, 杉並区, 荻窪5-20-5 B1","167-0051","","杉並区","source_only","35.7025804","139.6199521","medium","NEW_BRAND_CANDIDATE","","UFC GYM","ufc-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_e0rqkrg7L4ataPZD4gGoOL0W9","UFC Gym YOGA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","UFC Gym YOGA","158-0096, Tokyo, Setagaya Tamagawadai 2-22-20","158-0096","東京都","Tokyo","source_only","35.6248625","139.6325772","medium","NEW_BRAND_CANDIDATE","","UFC GYM","ufc-gym","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_EixPsvYrIifAztmXBj8p1XAyw","Urban Heroes Tokyo","NEW_LOCATION_NEEDS_REVIEW","","","Urbanheroestokyo.com","noncanonical","Urban Heroes Tokyo","1060031, Minatoku, 3-5-35 Nishiazabu #403","1060031","","Minatoku","source_only","35.656815","139.7260442","medium","INDEPENDENT_FACILITY","","Urban Heroes Tokyo","urban-heroes-tokyo","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder","true"
"HGY_CKpn4DHneWfrqTUVaA7D5Whop","VAMOS","NEW_LOCATION_NEEDS_REVIEW","","","https://vamos-training.com/ja","verified","VAMOS","1500011, 3-20-2 KIビル, Tokyo Shibuya-ku Higashi","1500011","東京都","3-20-2 KIビル","source_only","35.65026200000001","139.7089814","high","INDEPENDENT_FACILITY","","VAMOS","vamos","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_HyOiWuqQnPyPOR4J3eI86EztG","VAMOS FIELD KamiIkebukuro","NEW_LOCATION_NEEDS_REVIEW","","","","missing","VAMOS FIELD KamiIkebukuro","1700004, Toshimaku, 3-10-4 kita otsuka","1700004","","Toshimaku","source_only","35.7342878","139.7220283","medium","INDEPENDENT_FACILITY","","VAMOS FIELD KamiIkebukuro","vamos-field-kamiikebukuro","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_ZNrEPR3JKwl8MjuiitlbezA4t","WELL KNOT OSAKA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","WELL KNOT OSAKA","5340025, Miyakojima-ku, Osaka-shi, 2-7-23 Katamachi","5340025","大阪府","Miyakojima-ku, Osaka-shi","source_only","34.6949506","135.5297484","medium","INDEPENDENT_FACILITY","","WELL KNOT OSAKA","well-knot-osaka","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_MFCsmHPD9dh968h6jJoJMVRcr","ＸＴＲＹ","NEW_LOCATION_READY","","","https://www.xtry.jp/","verified","ＸＴＲＹ","7000973, 岡山市, 岡山県岡山市北区下中野377-1","7000973","岡山県","岡山市北区","postal_authority_resolved","34.6383425","133.9051427","high","INDEPENDENT_FACILITY","","ＸＴＲＹ","xtry","xtry","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_0PfI4t6UgVADRV7RfgXX48PR8","Yoshiyuki Hirano 善之 平野","NEW_LOCATION_NEEDS_REVIEW","","","https://www.field-gym.com/higashiosaka/","verified","Yoshiyuki Hirano 善之 平野","577-0002, osaka, higashiosakashi, 1-3-25, inadauemachi","577-0002","大阪府","higashiosakashi","source_only","34.692082","135.5818466","high","INDEPENDENT_FACILITY","","Yoshiyuki Hirano 善之 平野","yoshiyuki-hirano","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_XtsKlmBFCkXJcX8703QafobrI","Yunami Fitness","NEW_LOCATION_NEEDS_REVIEW","","","https://www.yunamifitness.com/","insufficient_identity_evidence","Yunami Fitness","1310031, Sumida-ku, 2-29-14, Sumida","1310031","","Sumida-ku","source_only","35.7288243","139.8180561","medium","INDEPENDENT_FACILITY","","Yunami Fitness","yunami-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_KqtNHNJuS9bxAfH4mTf5V0Ojz","ZENITH FITNESS","NEW_LOCATION_NEEDS_REVIEW","","","","missing","ZENITH FITNESS","3020006, Toride, 356-5 Aoyanagi","3020006","","Toride","source_only","35.8929164","140.0798161","medium","INDEPENDENT_FACILITY","","ZENITH FITNESS","zenith-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_fQVwlHEYY1obNCVUUJSvk4Efc","イージートゥアップ","NEW_LOCATION_NEEDS_REVIEW","","","","missing","イージートゥアップ","1-5-3 Zengenjicho, miyakojimaku, 2Fmiyoshibuilding","1-5-3 Zengenjicho","","miyakojimaku","source_only","34.711338","135.5250324","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_w8bQvi3oZi0Uan43p91ImN3MP","エスティフィットネスクラブ","NEW_LOCATION_NEEDS_REVIEW","","","https://estyfitness.com/","verified","エスティフィットネスクラブ","4750021, 半田市, 州の崎町2丁目36番地","4750021","","半田市","source_only","34.9199122","136.9727719","high","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_hh8OAkaxSb7jABGYdA8MH6mgA","エニタイムフィットネス西町店","NEW_LOCATION_NEEDS_REVIEW","","","","missing","エニタイムフィットネス西町店","0630062, 札幌市, 西区西町南2-1-16","0630062","","札幌市","source_only","43.07721","141.2916096","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_GUa4TuelZVO6XiKTfVGi9MmkF","オレンジセオリーフィットネス 八王子オーパ","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/hachioji/","verified","オレンジセオリーフィットネス 八王子オーパ","192-0083, Hachioji, Hachioji OPA 6F, 1-12 Asahi-cho","192-0083","","Hachioji","source_only","35.6550919","139.3380743","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_B9sy6uIdHbgwEkUt5vKBAigMH","オレンジセオリーフィットネス下北沢","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/shimokitazawa/","verified","オレンジセオリーフィットネス下北沢","155-0032, Setagaya, No.R Shimokitazawa B1F, 5-31-8 Daizawa","155-0032","","Setagaya","source_only","35.6586747","139.6675649","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_azt9tOadi7pmSggVQmQJ6hWZ3","オレンジセオリーフィットネス関内","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/kannai/","insufficient_identity_evidence","オレンジセオリーフィットネス関内","231-0015, Yokohama, 4-52 Onoe-cho, Naka-ku","231-0015","","Yokohama","source_only","35.4457634","139.6358047","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_n4xTGpLhdouLv9TzuLk2J1OoV","オレンジセオリーフィットネス溝の口","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/mizonokuchi/","verified","オレンジセオリーフィットネス溝の口","2130001, Kawasaki, 1-13-18-B1 Mizonokuchi, Takatsu","2130001","","Kawasaki","source_only","35.5996996","139.6146255","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_AoLBcMl9MBTosyMcyW5KxrTM4","オレンジセオリーフィットネス三鷹","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/mitaka/","verified","オレンジセオリーフィットネス三鷹","181-0013, Mitaka, 2nd Ninotaka Bldg. 2F, 3-34-4 Shimorenjaku","181-0013","","Mitaka","source_only","35.7004412","139.5608489","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx","オレンジセオリーフィットネス自由が丘","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/jiyugaoka/","verified","オレンジセオリーフィットネス自由が丘","1520035, Tokyo, 2-17-1-B1 Jiyugaoka, Meguro","1520035","東京都","Tokyo","source_only","35.610216","139.6669928","high","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_Gytouu2Jl1EjSpgwMrT4tlmkc","オレンジセオリーフィットネス青葉台","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/aobadai/","verified","オレンジセオリーフィットネス青葉台","2270062, Yokohama, 2-8-20-2F, Aobadai, Aoba","2270062","","Yokohama","source_only","35.5436262","139.5149577","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_THuICnaU3oVt3DAY6FgPgQspb","オレンジセオリーフィットネス池下","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/nagoya-yagoto-ikeshita/","verified","オレンジセオリーフィットネス池下","4640841, Nagoya, 8-70-1 Kakuozantori, Chikusa","4640841","","Nagoya","source_only","35.1673225","136.9468931","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_fd08dzI687maGklD0PMhGHHZ7","オレンジセオリーフィットネス東久留米","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/higashikurume/","verified","オレンジセオリーフィットネス東久留米","2030014, Higashikurume, 1-15-2F, HIgashi-honcho","2030014","","Higashikurume","source_only","35.7625971","139.5337272","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_DUga56vMn8fhpPz2dd0ZYSL8A","オレンジセオリーフィットネス八事","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/nagoya-yagoto-ikeshita/","verified","オレンジセオリーフィットネス八事","4660834, Nagoya, 1-1 Umezono, Hiroji-cho, Showa-ku","4660834","","Nagoya","source_only","35.136032","136.9582388","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_kk6NqoZrMoGBicxYBwVJafaE2","オレンジセオリーフィットネス武蔵小金井","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/musashikoganei/","verified","オレンジセオリーフィットネス武蔵小金井","1840004, Koganei, 6-2-30-3F Honcho","1840004","","Koganei","source_only","35.6991677","139.5054922","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_i25m4SPcDFBD8fDB1UFmCNZvP","オレンジセオリーフィットネス本八幡","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/motoyawata/","verified","オレンジセオリーフィットネス本八幡","272-0021, Ichikawa-shi, 2-5-8-2F, Yawata","272-0021","","Ichikawa-shi","source_only","35.7227194","139.9267063","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE","オレンジセオリーフィットネス麻布十番","NEW_LOCATION_NEEDS_REVIEW","","","https://www.orangetheoryfitness.co.jp/azabujuban/","verified","オレンジセオリーフィットネス麻布十番","106-0045, Minato City, 1-7-5-B2 Azabujuban, Minato-ku","106-0045","","Minato City","source_only","35.6564502","139.7348508","medium","NEW_BRAND_CANDIDATE","","Orangetheory Fitness","orangetheory-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_hxrks6HbdDFZBBpodBKZJ7Gb4","きん肉こまつ","NEW_LOCATION_NEEDS_REVIEW","","","","missing","きん肉こまつ","5998236, 大阪府堺市中区, 深井沢町307-9","5998236","大阪府","堺市中区","postal_authority_resolved","34.5286712","135.5029852","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_diFBy7oXAn6GUnOvyW556WTVW","ジムフィールド堺東スタジオ","NEW_LOCATION_NEEDS_REVIEW","","","https://www.gym-field.com/sakaihigashi/hyrox/","insufficient_identity_evidence","ジムフィールド堺東スタジオ","590-0076, sakai, El Place Sakaihigashi 4F,2-1-9 Kitakawaramachi,Sakai-ku","590-0076","大阪府","堺市堺区","postal_authority_resolved","34.5753661","135.4837233","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website | postal address lookup","true"
"HGY_8sKmKHEiaR8tARb6zZUUbaYjU","ジムフィールド所沢スタジオ","NEW_LOCATION_NEEDS_REVIEW","","","","missing","ジムフィールド所沢スタジオ","3590023, 所沢市, 東所沢和田３丁目３１−３","3590023","","所沢市","source_only","35.7970394","139.5070773","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_KaZs1vtKjZL5y93x84bg7nOEf","ジムフィールド梅田スタジオ","NEW_LOCATION_NEEDS_REVIEW","","","https://www.gym-field.com/","verified","ジムフィールド梅田スタジオ","553-0003, Osaka, 福島区福島6-17-5","553-0003","大阪府","Osaka","source_only","34.700488","135.489267","high","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_HxEZO63b6wj0lpmQE74SHJiW7","ジムフィールド豊中スタジオ","NEW_LOCATION_NEEDS_REVIEW","","","","missing","ジムフィールド豊中スタジオ","5610807, 大阪府豊中市, 原田中1－9－7","5610807","大阪府","大阪府豊中市","source_only","34.7711463","135.4586142","medium","BRAND_AMBIGUOUS","","","","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
