"hgy_external_id","hyrox_official_name","final_classification","matched_location_id","matched_location_slug","canonical_facility_url","official_site_status","canonical_name","address","postal_code","prefecture","city","address_verification_status","latitude","longitude","coordinate_confidence","brand_resolution","proposed_brand_id","proposed_brand_name","proposed_brand_slug","proposed_slug","proposed_location_type","match_method","reasons","conflicts","source_authorities","manual_review_required"
"HGY_vVcITNYTt6vBwAbMaLQj58wcw","A Plus CrossFit Takatsuki","NEW_LOCATION_NEEDS_REVIEW","","","https://apf-takatsuki.vercel.app/","noncanonical","A Plus CrossFit Takatsuki","5691121, Takatsuki, 1-15-22 Makamicho","5691121","","Takatsuki","source_only","34.8548022","135.611727","high","INDEPENDENT_FACILITY","","A Plus CrossFit Takatsuki","a-plus-crossfit-takatsuki","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website","true"
"HGY_iZUzR5DRBK3M09AkhPf9nIWcF","ableize+","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/ableize_plus?igsh=MWlqdWdmNjl0bTFheg%3D%3D&utm_source=qr","noncanonical","ableize+","460-0002, 名古屋市, 中区丸の内2-15-11","460-0002","","名古屋市","source_only","35.1748287","136.8989643","medium","INDEPENDENT_FACILITY","","ableize+","ableize","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website","true"
"HGY_w1kFjCWRyoM7EmvP3I9DYLtEt","Anim Movement Club","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Anim Movement Club","1560032, Setagaya, Daizawa2-40-10","1560032","","Setagaya","source_only","35.6468095","139.653582","medium","INDEPENDENT_FACILITY","","Anim Movement Club","anim-movement-club","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_IXvBUmAfS03dK1N7KeulKnC6O","ANYTIME FITNESS NAGAOKAKYO","NEW_LOCATION_READY","","","https://www.anytimefitness.co.jp/nagaokakyo/","verified","ANYTIME FITNESS NAGAOKAKYO","6170826, 長岡京市, 開田4-22-5","6170826","京都府","長岡京市","postal_authority_resolved","34.92221970000001","135.6935862","high","NEW_BRAND_CANDIDATE","","Anytime Fitness","anytime-fitness","anytime-fitness-nagaokakyo","fitness_club","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_tvAvxxWuvtyhwO9dVyMWgnozo","Anytimefitness Urawanakao","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Anytimefitness Urawanakao","336-0932, Nakao, Midori-ku, Saitama-shi,Saitama, 524-1","336-0932","埼玉県","Nakao, Midori-ku, Saitama-shi,Saitama","source_only","35.8778307","139.6775239","medium","NEW_BRAND_CANDIDATE","","Anytime Fitness","anytime-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_AtvMure1xIvHhFKf1bEcOksKK","ARQ","NEW_LOCATION_NEEDS_REVIEW","","","","missing","ARQ","1020074, Tokyo, Kudanshita Minami 2-3-23","1020074","東京都","Tokyo","source_only","35.694056","139.7462529","medium","INDEPENDENT_FACILITY","","ARQ","arq","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_sm5NKgjNHsZ3iblInhUUK5sXp","B-fitPrime服部緑地","NEW_LOCATION_NEEDS_REVIEW","","","","missing","B-fitPrime服部緑地","561-0873, 大阪府, 大阪府豊中市服部緑地1番68号SPA&SAUNA水春服部緑地1F","561-0873","大阪府","大阪府","source_only","34.7776971","135.4932183","medium","INDEPENDENT_FACILITY","","B-fitPrime服部緑地","b-fitprime","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_wre6YfUPBNkfwFN4kIJmeR5gk","B-Revolution×溝の口整体院","NEW_LOCATION_NEEDS_REVIEW","","","https://mizonoguchi-chiro.com/","insufficient_identity_evidence","B-Revolution×溝の口整体院","213-0001, 神奈川県, 川崎市, 高津区溝の口 3-9-3佐保田ビルB1","213-0001","神奈川県","川崎市","source_only","35.6036072","139.6145092","medium","INDEPENDENT_FACILITY","","B-Revolution×溝の口整体院","b-revolution","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_qaUKe9XHM4Dt1rhd2sHFQEumQ","BANYAN ROOTS Fitness","NEW_LOCATION_NEEDS_REVIEW","","","","missing","BANYAN ROOTS Fitness","9012401, 中頭郡中城村, 久場1955","9012401","沖縄県","中頭郡中城村","postal_authority_resolved","26.2853566","127.8160502","medium","INDEPENDENT_FACILITY","","BANYAN ROOTS Fitness","banyan-roots-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_KXsKkigAHxENjfO8pM4ocl6FF","Beequick Fitness　Fuji imaizumi","NEW_LOCATION_NEEDS_REVIEW","","","https://www.beequick.jp/location/fujiimaizumi/","verified","Beequick Fitness　Fuji imaizumi","417-0001, Fuji-shi, imaizumi3-5-1","417-0001","","Fuji-shi","source_only","35.1658296","138.6958927","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_YZfgVtrVZUDXC2kDU4ctStVOk","Beequick Fitness　Iga Ninjyanosato","NEW_LOCATION_NEEDS_REVIEW","","","https://www.beequick.jp/location/iganinjanosato/","verified","Beequick Fitness　Iga Ninjyanosato","518-0820, iga-shi, hiranonishimachi63","518-0820","","iga-shi","source_only","34.773136","136.1359615","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_sbFQoJaYts6eUUShzWUC6e8sv","Beequick Fitness　Kasugai  oshisawadai","NEW_LOCATION_NEEDS_REVIEW","","","https://www.beequick.jp/location/kasugaioshizawadai/","verified","Beequick Fitness　Kasugai  oshisawadai","487-0005, Aichi-ken Kasugai-shi, Oshisawadai 1-7-24","487-0005","愛知県","Aichi-ken Kasugai-shi","source_only","35.2858018","137.0646056","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_8H50Rl3LSNsoSHxOxOIoY5UYN","Beequick Fitness　Koshigaya","NEW_LOCATION_NEEDS_REVIEW","","","https://www.beequick.jp/location/koshigaya/","insufficient_identity_evidence","Beequick Fitness　Koshigaya","343-0812, Saitama-ken koshigaya-shi, 1-16-6","343-0812","埼玉県","Saitama-ken koshigaya-shi","source_only","35.8990288","139.8209954","medium","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_e48JpyZiFH8V9aqp7zJ8ouQju","Beequick Fitness　Sanda","NEW_LOCATION_READY","","","https://www.beequick.jp/location/sanda/","verified","Beequick Fitness　Sanda","669-1321, Hyogo-ken Sanda-shi, keyakidai 1-6-2","669-1321","兵庫県","三田市","postal_authority_resolved","34.908318","135.1865807","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","beequick-fitness-sanda","fitness_club","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_hh2gFINyLgIbu8P1uFb9ChYf1","Beequick Fitness　Tateyama","NEW_LOCATION_NEEDS_REVIEW","","","https://www.beequick.jp/location/tateyama/","verified","Beequick Fitness　Tateyama","294-0047, Chiba-ken Tateyama-shi, Yawata 545-1","294-0047","千葉県","Chiba-ken Tateyama-shi","source_only","35.0073582","139.8626973","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_VNYgC17BsAJ3cLgavQTUPCgay","Beequick Kyotango","NEW_LOCATION_READY","","","https://www.beequick.jp/location/kyotango/","verified","Beequick Kyotango","627-0005, Kyoto-fu kyotango-shi, mineyamachoshinmachi 1981-1","627-0005","京都府","京丹後市","postal_authority_resolved","35.613771","135.0987115","high","NEW_BRAND_CANDIDATE","","BeeQuick Fitness","beequick-fitness","beequick-kyotango","fitness_club","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_Ct7U9fHhZ9namSPnoClvfxBCd","BEYOND山形店","NEW_LOCATION_NEEDS_REVIEW","","","","missing","BEYOND山形店","9900054, 山形市, 六日町６－４０　スペースYOU１F","9900054","山形県","山形市","postal_authority_resolved","38.2596403","140.3438732","medium","NEW_BRAND_CANDIDATE","","BEYOND","beyond","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_A6L66KJGjc8HfLRFmuyJgBMyQ","BEYOND浜松店","NEW_LOCATION_NEEDS_REVIEW","","","","missing","BEYOND浜松店","4300924, 静岡県浜松市, 中央区龍禅寺町７４−１ フジビル 101","4300924","静岡県","静岡県浜松市","source_only","34.69808080000001","137.7394271","medium","NEW_BRAND_CANDIDATE","","BEYOND","beyond","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_svy8leyzBW7DDaBLq57FWuNot","BEYOND名古屋駅前店","NEW_LOCATION_NEEDS_REVIEW","","","","missing","BEYOND名古屋駅前店","450-0003, 名古屋市, 中村区名駅南1丁目18−11   1F","450-0003","","名古屋市","source_only","35.1670903","136.8876431","medium","NEW_BRAND_CANDIDATE","","BEYOND","beyond","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_zsBreyuNEeHdShUZ5TNS4IqCd","BLUE FITNESS 24 ＋studio KACHIDOKI","NEW_LOCATION_NEEDS_REVIEW","","","","missing","BLUE FITNESS 24 ＋studio KACHIDOKI","104-0054, Chuo-ku, 1-13-1 Kachidoki","104-0054","","Chuo-ku","source_only","35.6607192","139.7751922","medium","INDEPENDENT_FACILITY","","BLUE FITNESS 24 ＋studio KACHIDOKI","blue-fitness-24-studio-kachidoki","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_KfmsGVY1O0Uo5HUJvnNoeyQvc","BRC Hyrox Training Club","NEW_LOCATION_NEEDS_REVIEW","","","https://personal-gymfit.com/lp/brc-light/suita/","insufficient_identity_evidence","BRC Hyrox Training Club","5640073, 吹田市, 山手町2-7-7 ドミニオン豊津Ⅱ","5640073","","吹田市","source_only","34.7645181","135.509457","medium","INDEPENDENT_FACILITY","","BRC Hyrox Training Club","brc-hyrox-training-club","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_Sb90tuf5xROH384KcSvEVpVhk","Bright Enoshima | HYROX","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/bright_enoshima?igsh=MTBlNDg2a2d2b3lubA==","noncanonical","Bright Enoshima | HYROX","248-0033, Kamakura, 鎌倉市腰越3-14-4","248-0033","","Kamakura","source_only","35.3101615","139.4900833","medium","INDEPENDENT_FACILITY","","Bright Enoshima | HYROX","bright-enoshima-hyrox","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website","true"
"HGY_ubYkZjWhnTcLhpmaPlOYYfzRe","Buddytraining","NEW_LOCATION_NEEDS_REVIEW","","","","missing","Buddytraining","1500012, tokyo, 広尾５丁目1-43 広尾ZERO 402号室","1500012","東京都","tokyo","source_only","35.6489469","139.7174277","medium","INDEPENDENT_FACILITY","","Buddytraining","buddytraining","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_4GF2DeDJoIzNRU4jn9scAv65V","CLUB 360","NEW_LOCATION_NEEDS_REVIEW","","","https://www.club360.jp/hyrox","verified","CLUB 360","106-0046, Minato City, Vort Building B1","106-0046","","Minato City","source_only","35.6580259","139.7275425","high","INDEPENDENT_FACILITY","","CLUB 360","club-360","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_HjNdQDAfuWv7EMnLQgF19CxlE","CONDITIONNING LAB SYNE","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CONDITIONNING LAB SYNE","1900023, Tachikawashi, Shjisbasakichou2-7-9 Shibasakibiru 1F","1900023","","Tachikawashi","source_only","35.6913016","139.4072136","medium","INDEPENDENT_FACILITY","","CONDITIONNING LAB SYNE","conditionning-lab-syne","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_zT38XocZWjN6x2A45PNSfsasN","Coone Fitness","NEW_LOCATION_NEEDS_REVIEW","","","https://coonecamp.jp/","insufficient_identity_evidence","Coone Fitness","3300845, Omiya-ku, Saitama, 3-48-2 Nakacho","3300845","埼玉県","Omiya-ku, Saitama","source_only","35.9049653","139.6299679","medium","INDEPENDENT_FACILITY","","Coone Fitness","coone-fitness","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_RFVnw99mAdpSM2kA6DzbK0fwO","CrossFit  SETAGAYA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit  SETAGAYA","154-0023, TOKYO, Setagaya-ku Wakabayashi1-18-10 Keihann setagaya bld.1FB","154-0023","東京都","TOKYO","source_only","35.643349","139.66366","medium","INDEPENDENT_FACILITY","","CrossFit  SETAGAYA","crossfit-setagaya","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_JCa2wmnnXSkHcguScx2Fg9XC8","CrossFit Amagasaki","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit Amagasaki","6600807, Hyogo, Amagasaki, Nagasu nishidori 1-13-7","6600807","兵庫県","尼崎市","postal_authority_resolved","34.7269537","135.4285706","medium","INDEPENDENT_FACILITY","","CrossFit Amagasaki","crossfit-amagasaki","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_Cl8QF5olON4Y0D7mho4iGg34L","CrossFit Ashiya","NEW_LOCATION_READY","","","https://crossfitashiya.com/","verified","CrossFit Ashiya","659-0013, Ashiya,HYOGO, 7-5 Iwazono-cho","659-0013","兵庫県","芦屋市","postal_authority_resolved","34.7413476","135.3114397","high","INDEPENDENT_FACILITY","","CrossFit Ashiya","crossfit-ashiya","crossfit-ashiya","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_wKwr756BgwTwHLwcICNji4PJx","CrossFit Hakata Shingu","NEW_LOCATION_READY","","","https://www.crossfit-hakata-shingu.com/","verified","CrossFit Hakata Shingu","8110101, Fukuoka, 1793-7 harugami  Oaza Shingumachi kasuyagun","8110101","福岡県","糟屋郡新宮町","postal_authority_resolved","33.6950473","130.4501025","medium","INDEPENDENT_FACILITY","","CrossFit Hakata Shingu","crossfit-hakata-shingu","crossfit-hakata-shingu","fitness_studio","official-site-name-address-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_bflglCfjg61ogQkThSd1y80Jn","CrossFit HAYATE","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfithayate.com/","insufficient_identity_evidence","CrossFit HAYATE","4560057, Aichi, Nagoya, C204 9 goban-cho Atsuta-ku","4560057","愛知県","Nagoya","source_only","35.1158448","136.8899976","medium","INDEPENDENT_FACILITY","","CrossFit HAYATE","crossfit-hayate","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_i69hHLLmM3NSGkdz0T1eWSTAL","CrossFit ILF","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit ILF","901-0416, Shimajiri, Shimajiri Gun Yaese Cho Gishi 578-1","901-0416","沖縄県","島尻郡八重瀬町","postal_authority_resolved","26.1725877","127.7104431","medium","INDEPENDENT_FACILITY","","CrossFit ILF","crossfit-ilf","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_GjdVGIybcOjSedJ9IQ6fDsZPv","CrossFit Kamuy","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfitkamuy.com/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnXQctOxmmwdvXYNKA9wG3Pwt4KLowOgqAQDMfyZKiynuDzFFvOazvs_q9w1k_aem_iK6UYMg5TsRunNoXX9eITQ","verified","CrossFit Kamuy","220-0073, Yokohama, 2-11-9 Okano Nishiku","220-0073","","Yokohama","source_only","35.4597779","139.6113729","high","INDEPENDENT_FACILITY","","CrossFit Kamuy","crossfit-kamuy","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_TKMAq3PiVcrsYG5AUGSG5qZEN","CrossFit Kofu","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfitkofu.com/","verified","CrossFit Kofu","400-0053, Kofu-shi,, 1490-3 Osatocho","400-0053","","Kofu-shi,","source_only","35.6190735","138.5608099","high","INDEPENDENT_FACILITY","","CrossFit Kofu","crossfit-kofu","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_kCFMRp8Q0qOkn2iMEYikZq4Kg","CrossFit Kumamoto","NEW_LOCATION_READY","","","https://www.crossfitkumamoto.com/","verified","CrossFit Kumamoto","8600822, Kumamoto, 331-1 Motoyamamachi Chuo-ku","8600822","熊本県","熊本市中央区","postal_authority_resolved","32.7877427","130.6964067","high","INDEPENDENT_FACILITY","","CrossFit Kumamoto","crossfit-kumamoto","crossfit-kumamoto","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_DLjUhhRwnLvdG4hC8cXKSPzCq","CrossFit MACHIDA","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit MACHIDA","1940022, Tokyo, 1-25-21 MORINO","1940022","東京都","Tokyo","source_only","35.5458915","139.4438579","medium","INDEPENDENT_FACILITY","","CrossFit MACHIDA","crossfit-machida","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_9poyQWuldcVuaHADNMHWTPRfQ","CrossFit Machiya","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit Machiya","116-0002, Arakawa City, 荒川区荒川6－6－1","116-0002","","Arakawa City","source_only","35.7427073","139.7801508","medium","INDEPENDENT_FACILITY","","CrossFit Machiya","crossfit-machiya","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder","true"
"HGY_minG8KdzMB6B4YLlOLzHWcOKn","CrossFit Matsumoto","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfitmatsumoto.com/","verified","CrossFit Matsumoto","3990036, matsumoto city, muraimachi minami 4-21-3 sinkou  building 1F west","3990036","","matsumoto city","source_only","36.1717291","137.9595967","high","INDEPENDENT_FACILITY","","CrossFit Matsumoto","crossfit-matsumoto","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_i9WQU37U4iMwhDulqaXJLnA2v","CrossFit Mitaka","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfitmitaka.tokyo/","verified","CrossFit Mitaka","181-0013, Tokyo, B1F, Mitaka Center 2nd Building, 3-28-21 Shimorenjaku, Mitaka-shi","181-0013","東京都","Tokyo","source_only","35.6998119","139.5612568","high","INDEPENDENT_FACILITY","","CrossFit Mitaka","crossfit-mitaka","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_PHT5uoCZZO2tEyxMU4ImHO4EL","CrossFit Motomachi","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit Motomachi","6500022, Kobe, Motomachi Plaza B1F-C, 2-9-1 Motomachi-dori, Chuo-ku,","6500022","兵庫県","神戸市中央区","postal_authority_resolved","34.6890517","135.1869352","medium","INDEPENDENT_FACILITY","","CrossFit Motomachi","crossfit-motomachi","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
"HGY_JvN4Z8dSYs9ca9kzgNl28kWVL","CrossFit Nakamozu","NEW_LOCATION_NEEDS_REVIEW","","","https://www.instagram.com/crossfit_nakamozu/","noncanonical","CrossFit Nakamozu","591-8032, 堺市, 3-24-2,Mozuumemachi,Higashi-ward","591-8032","大阪府","堺市北区","postal_authority_resolved","34.55249425661171","135.50165190857564","medium","INDEPENDENT_FACILITY","","CrossFit Nakamozu","crossfit-nakamozu","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Only a social, booking, or hosted landing-page URL is available","HYROX governing-body Training Finder | facility official website | postal address lookup","true"
"HGY_Kg433w73iQIbSdY97CXEbzUk9","CrossFit Otoyo Strength","NEW_LOCATION_READY","","","https://www.otoyostrength.com/","verified","CrossFit Otoyo Strength","7890166, Kochi, 317-1 Higashidoi, Otoyo-cho, Nagaoka-gun","7890166","高知県","長岡郡大豊町","postal_authority_resolved","33.7937737","133.7574224","high","INDEPENDENT_FACILITY","","CrossFit Otoyo Strength","crossfit-otoyo-strength","crossfit-otoyo-strength","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_TG4052uDtmYS0I70ODdFi7704","CrossFit Otsuka","NEW_LOCATION_NEEDS_REVIEW","","","https://crossfit-otsuka.com/","verified","CrossFit Otsuka","1700004, Tokyo, 1-33-22 kitaotsuka,toshimaku","1700004","東京都","Tokyo","source_only","35.7335729","139.7301811","high","INDEPENDENT_FACILITY","","CrossFit Otsuka","crossfit-otsuka","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Postal authority did not resolve prefecture and city","HYROX governing-body Training Finder | facility official website","true"
"HGY_GyudKibCcLKI0LIwxnYTcv2Te","CrossFit Rakuhoku","NEW_LOCATION_READY","","","https://crossfitrakuhoku.com/","verified","CrossFit Rakuhoku","606-8004, Kyoto, 7-1 Yamabanakawabatacho","606-8004","京都府","京都市左京区","postal_authority_resolved","35.0511036","135.7898774","high","INDEPENDENT_FACILITY","","CrossFit Rakuhoku","crossfit-rakuhoku","crossfit-rakuhoku","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_lO4q9FsvCxkbgiBXhBLDbHDI0","CrossFit Takarazuka","NEW_LOCATION_READY","","","https://crossfittakarazuka.com/","verified","CrossFit Takarazuka","665-0822, Takarazuka, 1-13-18 Akuranaka","665-0822","兵庫県","宝塚市","postal_authority_resolved","34.8032594","135.3718761","high","INDEPENDENT_FACILITY","","CrossFit Takarazuka","crossfit-takarazuka","crossfit-takarazuka","fitness_studio","official-site-postal-identity","HYROX governing-body Training Finder record has a stable HGY identity | Facility official website confirms the facility identity and address signal | Postal authority resolves prefecture and city","","HYROX governing-body Training Finder | facility official website | postal address lookup","false"
"HGY_ygO9mHhu9Hbmoszq4sn4Z1Zw0","Crossfit Uninterrupted","NEW_LOCATION_NEEDS_REVIEW","","","https://en.crossfituninterrupted.com/","unavailable","Crossfit Uninterrupted","220-0012, Kanagawa, Pryme Coast Minatomirai 2K, 6-3-4 Minatomirai, Nishi-ku, Yokohama","220-0012","神奈川県","Kanagawa","source_only","35.463547","139.6328459","medium","INDEPENDENT_FACILITY","","Crossfit Uninterrupted","crossfit-uninterrupted","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website could not be verified live","HYROX governing-body Training Finder","true"
"HGY_5aNZOChK8CavnIRpCdStNa0KU","CrossFit Uninterrupted Collective","NEW_LOCATION_NEEDS_REVIEW","","","https://www.crossfituninterrupted.com/","insufficient_identity_evidence","CrossFit Uninterrupted Collective","158-0094, Setagaya City, 2-16-5 Tamagawa, Setagaya-ku","158-0094","","Setagaya City","source_only","35.6141643","139.6293048","medium","INDEPENDENT_FACILITY","","CrossFit Uninterrupted Collective","crossfit-uninterrupted-collective","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Official website did not expose enough name/address evidence for deterministic identity","HYROX governing-body Training Finder | facility official website","true"
"HGY_ilpB5BY0mpBU4wTEZgBbmetS7","CrossFit 松山","NEW_LOCATION_NEEDS_REVIEW","","","","missing","CrossFit 松山","791-8015, 松山市, 中央1−4−5","791-8015","愛媛県","松山市","postal_authority_resolved","33.8539401","132.7540009","medium","INDEPENDENT_FACILITY","","CrossFit 松山","crossfit","","","fail-closed-source-review","HYROX governing-body Training Finder record has a stable HGY identity","Facility official website is missing from the governing-body record","HYROX governing-body Training Finder | postal address lookup","true"
