"hgy_external_id","hyrox_official_name","name","slug","brand_ref","brand_resolution","postal_code","prefecture","city","address_line","latitude","longitude","official_url","source_url","location_type","last_verified_at","stale_at","collision_status","candidate_hash"
"HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE","オレンジセオリーフィットネス麻布十番","オレンジセオリーフィットネス麻布十番","hyrox-training-club-1060045","brand:orangetheory-fitness","NEW_CHAIN_BRAND","1060045","東京都","港区","106-0045, Minato City, 1-7-5-B2 Azabujuban, Minato-ku","35.6564502","139.7348508","https://www.orangetheoryfitness.co.jp/azabujuban/","https://hyrox-training-finder.hyrox.com/gym/HGY_MBiqaWicnf0xZ4Ftz9b8aMRTE","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","27abab3d804c65564124e2b7c6a9a3899b46f22fccf25f19a0b6a4f128c5837a"
"HGY_minG8KdzMB6B4YLlOLzHWcOKn","CrossFit Matsumoto","CrossFit Matsumoto","crossfit-matsumoto-3990036","brand:crossfit-matsumoto","NEW_SINGLE_LOCATION_BRAND","3990036","長野県","松本市","3990036, matsumoto city, muraimachi minami 4-21-3 sinkou  building 1F west","36.1717291","137.9595967","https://crossfitmatsumoto.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_minG8KdzMB6B4YLlOLzHWcOKn","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","179308dbacdc8633934103cbacbaeef2dfed5beb9f0a445d0d5c9fa06ba8714b"
"HGY_n4xTGpLhdouLv9TzuLk2J1OoV","オレンジセオリーフィットネス溝の口","オレンジセオリーフィットネス溝の口","hyrox-training-club-2130001","brand:orangetheory-fitness","NEW_CHAIN_BRAND","2130001","神奈川県","川崎市高津区","2130001, Kawasaki, 1-13-18-B1 Mizonokuchi, Takatsu","35.5996996","139.6146255","https://www.orangetheoryfitness.co.jp/mizonokuchi/","https://hyrox-training-finder.hyrox.com/gym/HGY_n4xTGpLhdouLv9TzuLk2J1OoV","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","fbeb8385581a2454c412d1afe93097b4519584743503cddd9f67f3253f93d621"
"HGY_NGStYUdZn1ur6ZXx2gNf1MPCo","UFC Gym Ogikubo","UFC Gym 荻窪","ufc-gym-1670051","brand:ufc-gym","NEW_CHAIN_BRAND","1670051","東京都","杉並区","167-0051, 杉並区, 荻窪5-20-5 B1","35.7025804","139.6199521","https://ogikubo.ufcgym.co.jp/","https://hyrox-training-finder.hyrox.com/gym/HGY_NGStYUdZn1ur6ZXx2gNf1MPCo","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","688d0d1f4db573579d96921217378dbb25ff722e4638832353896f1c8411603e"
"HGY_QK799RP2OcY1gOAl2xwpkHa4b","MUSCLE GATE HOTEL GYM BOUTIQUE Powered by GOLD`S GYM","MUSCLE GATE HOTEL GYM BOUTIQUE Powered by GOLD`S GYM","muscle-gate-hotel-gym-boutique-powered-by-golds-gym","brand:golds-gym","EXISTING_BRAND_REUSE","5420085","大阪府","大阪市中央区","542-0085, 大阪府大阪市, 中央区心斎橋筋2－5－15　クロスホテル大阪5F","34.6699179","135.502052","https://www.musclegate-hotelgymboutique.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_QK799RP2OcY1gOAl2xwpkHa4b","fitness_club","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","d7f192ad85333cf2b274b0958a970fbf28e97af623a1c5f4e0213a4f47e7a9cd"
"HGY_sbFQoJaYts6eUUShzWUC6e8sv","Beequick Fitness　Kasugai  oshisawadai","Beequick Fitness　Kasugai  oshisawadai","beequick-fitness-kasugai-oshisawadai","brand:beequick-fitness","EXISTING_BRAND_REUSE","4870005","愛知県","春日井市","487-0005, Aichi-ken Kasugai-shi, Oshisawadai 1-7-24","35.2858018","137.0646056","https://www.beequick.jp/location/kasugaioshizawadai/","https://hyrox-training-finder.hyrox.com/gym/HGY_sbFQoJaYts6eUUShzWUC6e8sv","fitness_club","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","f6a428193a379f7eda8c59c094093463536eb0d7aed02de369a57c9952b72d28"
"HGY_svy8leyzBW7DDaBLq57FWuNot","BEYOND名古屋駅前店","BEYOND 名古屋駅前店","beyond-4500003","brand:beyond","NEW_CHAIN_BRAND","4500003","愛知県","名古屋市中村区","450-0003, 名古屋市, 中村区名駅南1丁目18−11   1F","35.1670903","136.8876431","https://beyond-gym.com/gym/area/chubu/","https://hyrox-training-finder.hyrox.com/gym/HGY_svy8leyzBW7DDaBLq57FWuNot","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","897ba7e4af2d190dad57999715d02124ed56056c2ee6eefa97cb80c1e0064c5c"
"HGY_TG4052uDtmYS0I70ODdFi7704","CrossFit Otsuka","CrossFit Otsuka","crossfit-otsuka-1700004","brand:crossfit-otsuka","NEW_SINGLE_LOCATION_BRAND","1700004","東京都","豊島区","1700004, Tokyo, 1-33-22 kitaotsuka,toshimaku","35.7335729","139.7301811","https://crossfit-otsuka.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_TG4052uDtmYS0I70ODdFi7704","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","f2da339a7423e55d7f8aef57ce18aac47a8862617f5fa07d8caaf26efdcc99b8"
"HGY_TKMAq3PiVcrsYG5AUGSG5qZEN","CrossFit Kofu","CrossFit Kofu","crossfit-kofu-4000053","brand:crossfit-kofu","NEW_SINGLE_LOCATION_BRAND","4000053","山梨県","甲府市","400-0053, Kofu-shi,, 1490-3 Osatocho","35.6190735","138.5608099","https://crossfitkofu.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_TKMAq3PiVcrsYG5AUGSG5qZEN","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","45c0387966c686446f7a350bb67836ad3fe9a9eb225dbb0602b9a45a3f5290bf"
"HGY_u1B3yXynkPyPxOuTQPXyjceFr","Freeletics Goals","Freeletics Goals","freeletics-goals-2310011","brand:freeletics-goals","NEW_SINGLE_LOCATION_BRAND","2310011","神奈川県","横浜市中区","231-0011, Yokohama, Kanagawa, SSKnot 1F  5-69 Otamachi Naka-ku","35.4486154","139.6353908","https://www.freeleticsgoals.com/en/","https://hyrox-training-finder.hyrox.com/gym/HGY_u1B3yXynkPyPxOuTQPXyjceFr","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","400f471509c316322b515c411e86d2573e9f31757db908013e0c9f232977afc8"
"HGY_vVcITNYTt6vBwAbMaLQj58wcw","A Plus CrossFit Takatsuki","A Plus CrossFit Takatsuki","a-plus-crossfit-takatsuki-5691121","brand:a-plus-crossfit-takatsuki","NEW_SINGLE_LOCATION_BRAND","5691121","大阪府","高槻市","5691121, Takatsuki, 1-15-22 Makamicho","34.8548022","135.611727","https://apf-takatsuki.vercel.app/","https://hyrox-training-finder.hyrox.com/gym/HGY_vVcITNYTt6vBwAbMaLQj58wcw","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","11ff26b6f3ec8fbbfc87629b32e8865b0d1f3131eb08ff00f1d40f72ea9cd72b"
"HGY_wWrNDerG0IQoFDsAo4L7w3io2","MEIJI PARK","MEIJI PARK","meiji-park-1600013","brand:meiji-park","NEW_SINGLE_LOCATION_BRAND","1600013","東京都","新宿区","1600013, Tokyo, MEIJI PARK, 5-7 Kasumigaokamachi, Shinjuku City","35.6752068","139.7136655","https://www.meiji-park.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_wWrNDerG0IQoFDsAo4L7w3io2","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","66e888e7384933b5bc987b92bf3626c12425af5e8cee456b9cfb13d307d7e238"
"HGY_XotZqvZQHBEFn2JSD3GmfJOy8","Hyex吉祥寺","Hyex吉祥寺","hyex-1800002","brand:hyex","NEW_SINGLE_LOCATION_BRAND","1800002","東京都","武蔵野市","1800002, 武蔵野市, 吉祥寺東町1−17−18 三角ビルB1","35.7052607","139.584067","https://hyex.jp/studio/lp/","https://hyrox-training-finder.hyrox.com/gym/HGY_XotZqvZQHBEFn2JSD3GmfJOy8","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","f3f269b30a766a6e79eb9a4dfb546a14c45deb09c181685256dc2e321577af44"
"HGY_XPZszMzcdWvhZx9ZIXD5Qlcvg","Port Tower CrossFit","Port Tower CrossFit","port-tower-crossfit-6500003","brand:port-tower-crossfit","NEW_SINGLE_LOCATION_BRAND","6500003","兵庫県","神戸市中央区","650-0003, Kobe, 6-chōme-1 Warizukadōri, Chuo-Ku","34.703917","135.208011","https://www.porttowercrossfit.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_XPZszMzcdWvhZx9ZIXD5Qlcvg","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","a94c728490c32395d5136d22d24a079a78ddae1b68f0e8104f325b5f79be076e"
"HGY_XsJSB4jNTUfR4otyZrmg22J81","TrueFitness 吹田 HYROX","TrueFitness 吹田","truefitness-5640027","brand:truefitness","NEW_SINGLE_LOCATION_BRAND","5640027","大阪府","吹田市","5640027, Suita-shi , Osaka, 2F, Suita SANKUSU No.2 Building, 2-101 Asahi-cho","34.7630980514236","135.52542306751053","https://true-f.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_XsJSB4jNTUfR4otyZrmg22J81","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","5e143654f3183f1d0534926685f18a86d7301eef36585146a80c6ecd1cc64560"
"HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx","オレンジセオリーフィットネス自由が丘","オレンジセオリーフィットネス自由が丘","hyrox-training-club-1520035","brand:orangetheory-fitness","NEW_CHAIN_BRAND","1520035","東京都","目黒区","1520035, Tokyo, 2-17-1-B1 Jiyugaoka, Meguro","35.610216","139.6669928","https://www.orangetheoryfitness.co.jp/jiyugaoka/","https://hyrox-training-finder.hyrox.com/gym/HGY_Yvk64SmAD8pm5EDZ2m9rR02Cx","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","547d9c570accc117a89647e3bbcdfd76494bf06e3b0d61bcd6fb98b377bd8b18"
"HGY_YZfgVtrVZUDXC2kDU4ctStVOk","Beequick Fitness　Iga Ninjyanosato","Beequick Fitness　Iga Ninjyanosato","beequick-fitness-iga-ninjyanosato","brand:beequick-fitness","EXISTING_BRAND_REUSE","5180820","三重県","伊賀市","518-0820, iga-shi, hiranonishimachi63","34.773136","136.1359615","https://www.beequick.jp/location/iganinjanosato/","https://hyrox-training-finder.hyrox.com/gym/HGY_YZfgVtrVZUDXC2kDU4ctStVOk","fitness_club","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","aa01bdf29b7bb3bfdc740708d02d86a21752520c891270f325c28f06eae0ba8c"
"HGY_zCI5QN1QMpQrhFiHusfxjG91Z","KJ PERFORMANCE GYM","KJ PERFORMANCE GYM","kj-performance-gym-1420062","brand:kj-performance-gym","NEW_SINGLE_LOCATION_BRAND","1420062","東京都","品川区","1420062, Shinagawa, Koyama 2-12-19","35.6212787","139.7102726","https://www.kjperformancegym.com/","https://hyrox-training-finder.hyrox.com/gym/HGY_zCI5QN1QMpQrhFiHusfxjG91Z","fitness_studio","2026-08-29T23:03:31.000Z","2026-11-27T23:03:31.000Z","clear","30fe84cad28b0f11fd137565ed054f8fbd425a46a24619fc18ef0ceca27d3a7a"
